"cik";"accensionNumber";"reportDate";"form";"doc_link"
"833079";"0000833079-24-000015";"2023-12-31";"10-K";"mth-20231231.htm"
"7332";"0000007332-24-000009";"2023-12-31";"10-K";"swn-20231231.htm"
"94845";"0000094845-24-000010";"2023-11-26";"10-K";"lvis-20231126.htm"
"892553";"0000892553-24-000067";"2023-12-31";"10-K";"gtls-20231231.htm"
"1580905";"0001580905-24-000008";"2023-12-31";"10-K";"ibp-20231231.htm"
"1570585";"0001570585-24-000022";"2023-12-31";"10-K";"lbtya-20231231.htm"
"1159036";"0001159036-24-000008";"2023-12-31";"10-K";"halo-20231231.htm"
"37785";"0000037785-24-000033";"2023-12-31";"10-K";"fmc-20231231.htm"
"88205";"0000088205-24-000008";"2023-12-31";"10-K";"spxc-20231231.htm"
"764038";"0001558370-24-002302";"2023-12-31";"10-K";"ssb-20231231x10k.htm"
"1370637";"0001370637-24-000013";"2023-12-31";"10-K";"etsy-20231231.htm"
"1734722";"0001734722-23-000017";"2023-01-31";"10-K";"path-20230131.htm"
"1703056";"0001703056-24-000020";"2023-12-31";"10-K";"adt-20231231.htm"
"0001852131";"0001193125-23-163921";"2023-03-31";"10-K";"d502138d10k.htm"
"1562476";"0000950170-24-017842";"2023-12-31";"10-K";"tmhc-20231231.htm"
"0001599298";"0001599298-24-000031";"2023-12-31";"10-K";"smmt-20231231.htm"
"1818201";"0000950170-24-022253";"2023-12-31";"10-K";"cccs-20231231.htm"
"1509589";"0001509589-24-000012";"2023-12-31";"10-K";"civi-20231231.htm"
"1866581";"0001866581-24-000038";"2023-12-31";"10-K";"bros-20231231.htm"
"769520";"0000769520-24-000004";"2023-12-30";"10-K";"midd-20231230.htm"
"350698";"0000350698-24-000021";"2023-12-31";"10-K";"an-20231231.htm"
"6201";"0000006201-24-000010";"2023-12-31";"10-K";"aal-20231231.htm"
"1023128";"0001023128-24-000032";"2023-12-31";"10-K";"lad-20231231.htm"
"28412";"0000028412-24-000185";"2023-12-31";"10-K";"cma-20231231.htm"
"875357";"0000875357-24-000008";"2023-12-31";"10-K";"bokf-20231231.htm"
"1621563";"0001628280-24-004995";"2023-12-30";"10-K";"sum-20231230.htm"
"1192448";"0001558370-24-001630";"2023-12-31";"10-K";"gkos-20231231x10k.htm"
"1437578";"0001437578-24-000007";"2023-12-31";"10-K";"bfam-20231231.htm"
"315213";"0000315213-24-000011";"2023-12-31";"10-K";"rhi-20231231.htm"
"1015328";"0001015328-24-000083";"2023-12-31";"10-K";"wtfc-20231231.htm"
"1835830";"0001835830-24-000022";"2023-12-31";"10-K";"kvyo-20231231.htm"
"885550";"0000885550-24-000030";"2023-12-31";"10-K";"cacc-20231231.htm"
"917273";"0000917273-24-000028";"2023-12-31";"10-K";"rmbs-20231231.htm"
"1232524";"0001232524-24-000015";"2023-12-31";"10-K";"jazz-20231231.htm"
"1360604";"0001360604-24-000026";"2023-12-31";"10-K";"hr-20231231.htm"
"1828108";"0001828108-24-000028";"2023-12-31";"10-K";"aur-20231231.htm"
"1428336";"0001428336-23-000014";"2023-01-31";"10-K";"hqy-20230131.htm"
"812011";"0000812011-23-000047";"2023-07-31";"10-K";"mtn-20230731.htm"
"0001637207";"0001637207-24-000020";"2023-12-31";"10-K";"plnt-20231231.htm"
"842162";"0000842162-24-000008";"2023-12-31";"10-K";"lear-20231231.htm"
"20520";"0001562762-24-000034";"2023-12-31";"10-K";"fybr-20231231x10k.htm"
"1895262";"0001628280-24-006622";"2023-12-31";"10-K";"ne-20231231.htm"
"1061983";"0000950170-24-022256";"2023-12-31";"10-K";"cytk-20231231.htm"
"1366561";"0001366561-23-000030";"2023-01-31";"10-K";"smar-20230131.htm"
"0001720671";"0001628280-23-009241";"2023-01-31";"10-K";"hcp-20230131.htm"
"1068851";"0000950170-24-022171";"2023-12-31";"10-K";"pb-20231231.htm"
"201533";"0000811156-24-000044";"2023-12-31";"10-K";"cms-20231231.htm"
"18349";"0000018349-24-000053";"2023-12-31";"10-K";"syn-20231231.htm"
"22444";"0000022444-23-000126";"2023-08-31";"10-K";"cmc-20230831.htm"
"917251";"0001558370-24-001056";"2023-12-31";"10-K";"adc-20231231x10k.htm"
"1590714";"0001590714-24-000054";"2023-12-31";"10-K";"esi-20231231.htm"
"30625";"0000030625-24-000025";"2023-12-31";"10-K";"fls-20231231.htm"
"28917";"0000028917-23-000007";"2023-01-28";"10-K";"dds-20230128x10k.htm"
"0001465128";"0001628280-24-006128";"2023-12-31";"10-K";"stwd-20231231.htm"
"1530950";"0001530950-23-000350";"2023-09-30";"10-K";"post-20230930.htm"
"795403";"0001558370-24-001444";"2023-12-31";"10-K";"wts-20231231x10k.htm"
"60519";"0001628280-24-004714";"2023-12-31";"10-K";"lpx-20231231.htm"
"853816";"0001193125-24-044902";"2023-12-30";"10-K";"d16653d10k.htm"
"1476150";"0001476150-24-000004";"2023-12-31";"10-K";"trno-20231231.htm"
"100826";"0001002910-24-000056";"2023-12-31";"10-K";"aee-20231231.htm"
"1723089";"0001723089-24-000011";"2023-12-31";"10-K";"championx-20231231.htm"
"1810806";"0001810806-24-000053";"2023-12-31";"10-K";"unity-20231231.htm"
"889331";"0000889331-24-000034";"2023-12-30";"10-K";"lfus-20231230.htm"
"939767";"0000939767-24-000028";"2023-12-29";"10-K";"exel-20231229.htm"
"0001448893";"0001448893-24-000015";"2023-12-31";"10-K";"esnt-20231231.htm"
"1822993";"0001822993-24-000009";"2023-12-31";"10-K";"jxn-20231231.htm"
"1739104";"0001739104-24-000009";"2023-12-31";"10-K";"elan-20231231.htm"
"84246";"0001558370-24-001599";"2023-12-31";"10-K";"rli-20231231x10k.htm"
"0001772016";"0001772016-23-000091";"2023-09-30";"10-K";"brbr-20230930.htm"
"0001076930";"0000950170-24-021689";"2023-12-31";"10-K";"novt-20231231.htm"
"7536";"0001558370-24-001018";"2023-12-31";"10-K";"arw-20231231x10k.htm"
"1616707";"0001616707-24-000014";"2023-12-31";"10-K";"w-20231231.htm"
"0001852244";"0001852244-24-000007";"2023-12-31";"10-K";"gxo-20231231.htm"
"1124941";"0001124941-24-000024";"2023-12-31";"10-K";"becn-20231231.htm"
"707179";"0000707179-24-000006";"2023-12-31";"10-K";"onb-20231231.htm"
"1592000";"0001592000-24-000004";"2023-12-31";"10-K";"enlc-20231231.htm"
"1782754";"0000950170-23-066594";"2023-09-30";"10-K";"azek-20230930.htm"
"876437";"0000876437-24-000024";"2023-12-31";"10-K";"mtg-20231231.htm"
"1867072";"0001558370-23-010545";"2023-03-31";"10-K";"kd-20230331x10k.htm"
"1571123";"0001571123-23-000031";"2023-02-03";"10-K";"saic-20230203.htm"
"103379";"0000103379-23-000006";"2023-04-01";"10-K";"vfc-20230401.htm"
"1650729";"0001650729-24-000004";"2023-12-31";"10-K";"site-20231231.htm"
"67887";"0000067887-23-000115";"2023-09-30";"10-K";"mog-20230930.htm"
"1584207";"0001584207-24-000005";"2023-12-31";"10-K";"omf-20231231.htm"
"0000067347";"0001140361-23-026536";"2023-03-31";"10-K";"brhc20053265_10k.htm"
"0001849635";"0001140361-24-017011";"2023-12-31";"10-K";"ef20025355_10k.htm"
"17843";"0000017843-23-000021";"2023-06-30";"10-K";"crs-20230630.htm"
"911177";"0000911177-24-000005";"2023-12-31";"10-K";"cwst-20231231.htm"
"1040829";"0001558370-24-001613";"2023-12-31";"10-K";"rhp-20231231x10k.htm"
"795266";"0000795266-24-000008";"2023-11-30";"10-K";"kbh-20231130.htm"
"1806837";"0001558370-24-002192";"2023-12-31";"10-K";"verx-20231231x10k.htm"
"1214816";"0001214816-24-000024";"2023-12-31";"10-K";"axs-20231231.htm"
"1786842";"0001786842-24-000015";"2023-12-31";"10-K";"vnt-20231231.htm"
"717423";"0000717423-24-000008";"2023-12-31";"10-K";"mur-20231231.htm"
"1507605";"0001628280-24-007680";"2023-12-31";"10-K";"mara-20231231.htm"
"1794669";"0001794669-24-000007";"2023-12-31";"10-K";"four-20231231.htm"
"1877322";"0001877322-24-000035";"2023-12-31";"10-K";"esab-20231231.htm"
"1046311";"0001046311-24-000010";"2023-12-31";"10-K";"chh-20231231.htm"
"1520697";"0000950170-24-022057";"2023-12-31";"10-K";"achc-20231231.htm"
"899689";"0000899689-24-000005";"2023-12-31";"10-K";"vno-20231231.htm"
"1653653";"0001653653-24-000004";"2023-12-31";"10-K";"rrr-20231231.htm"
"1675149";"0000950170-24-018069";"2023-12-31";"10-K";"aa-20231231.htm"
"63276";"0001628280-24-011371";"2023-12-31";"10-K";"mat-20231231.htm"
"1398659";"0001398659-24-000031";"2023-12-31";"10-K";"g-20231231.htm"
"1639300";"0001140361-23-013669";"2023-01-28";"10-K";"brhc10050136_10k.htm"
"1496963";"0001496963-24-000010";"2023-12-31";"10-K";"sqsp-20231231.htm"
"1655888";"0001655888-24-000008";"2023-12-31";"10-K";"obdc-20231231.htm"
"9092";"0000950170-24-016245";"2023-12-31";"10-K";"bmi-20231231.htm"
"1472787";"0000950170-24-017418";"2023-12-31";"10-K";"faf-20231231.htm"
"1860742";"0001860742-24-000004";"2023-12-31";"10-K";"blco-20231231.htm"
"916540";"0000916540-24-000009";"2023-12-30";"10-K";"dar-20231230.htm"
"1736035";"0001736035-24-000006";"2023-12-31";"10-K";"bxsl-20231231.htm"
"1711279";"0001711279-24-000005";"2023-12-31";"10-K";"krys-20231231.htm"
"277509";"0000277509-24-000005";"2023-12-31";"10-K";"fss-20231231.htm"
"1157601";"0001628280-24-007376";"2023-12-31";"10-K";"mdgl-20231231.htm"
"1722684";"0001722684-24-000006";"2023-12-31";"10-K";"wh-20231231.htm"
"1477294";"0001477294-24-000020";"2023-12-31";"10-K";"st-20231231.htm"
"1674910";"0001674910-23-000125";"2023-09-30";"10-K";"vvv-20230930.htm"
"98362";"0000098362-24-000042";"2023-12-31";"10-K";"tkr-20231231.htm"
"85961";"0000085961-24-000030";"2023-12-31";"10-K";"r-20231231.htm"
"1611647";"0001437749-24-005542";"2023-12-31";"10-K";"frpt20231231_10k.htm"
"1142417";"0000950170-24-021979";"2023-12-31";"10-K";"nxst-20231231.htm"
"0000937556";"0000937556-24-000018";"2023-12-30";"10-K";"masi-20231230.htm"
"9326";"0001628280-24-005397";"2023-12-31";"10-K";"bcpc-20231231.htm"
"1274173";"0001437749-24-005720";"2023-12-31";"10-K";"jhg20221231c_10k.htm"
"74303";"0000074303-24-000041";"2023-12-31";"10-K";"oln-20231231.htm"
"933136";"0000933136-24-000017";"2023-12-31";"10-K";"coop-20231231.htm"
"1607678";"0000950170-24-012322";"2023-12-31";"10-K";"vktx-20231231.htm"
"1786352";"0001786352-23-000054";"2023-06-30";"10-K";"bill-20230630.htm"
"1422183";"0001628280-24-006912";"2023-12-31";"10-K";"fsk-20231231.htm"
"314808";"0000314808-24-000014";"2023-12-31";"10-K";"val-20231231.htm"
"1796022";"0001796022-23-000033";"2023-03-31";"10-K";"step-20230331.htm"
"1786431";"0001628280-24-003623";"2023-12-31";"10-K";"reyn-20231231.htm"
"7431";"0000950170-24-016792";"2023-12-31";"10-K";"awi-20231231.htm"
"906553";"0001437749-24-005525";"2023-12-31";"10-K";"bgc20231231_10k.htm"
"1618563";"0001628280-24-007624";"2023-12-31";"10-K";"nsa-20231231.htm"
"1331520";"0001331520-24-000080";"2023-12-31";"10-K";"homb-20231231.htm"
"78239";"0000078239-23-000014";"2023-01-29";"10-K";"pvh-20230129.htm"
"1910851";"0001628280-24-007062";"2023-12-31";"10-K";"ah-20231231.htm"
"102729";"0000102729-24-000013";"2023-12-30";"10-K";"vmi-20231230x10k.htm"
"1556593";"0001556593-24-000007";"2023-12-31";"10-K";"nrz-20231231.htm"
"106640";"0000106640-24-000020";"2023-12-31";"10-K";"whr-20231231.htm"
"1934850";"0001934850-24-000018";"2023-12-31";"10-K";"fg-20231231.htm"
"1297989";"0001297989-24-000003";"2023-12-31";"10-K";"exls-20231231.htm"
"1032220";"0001032220-23-000096";"2023-09-30";"10-K";"mms-20230930.htm"
"0001821825";"0001628280-24-006733";"2023-12-31";"10-K";"ogn-20231231.htm"
"59558";"0000059558-24-000013";"2023-12-31";"10-K";"lnc-20231231.htm"
"1866368";"0001628280-24-007825";"2023-12-31";"10-K";"cwan-20231231.htm"
"937098";"0000937098-24-000025";"2023-12-31";"10-K";"tnet-20231231.htm"
"1169561";"0001169561-23-000044";"2023-03-31";"10-K";"cvlt-20230331.htm"
"1004434";"0001004434-24-000010";"2023-12-31";"10-K";"amg-20231231.htm"
"67716";"0000067716-24-000017";"2023-12-31";"10-K";"mdu-20231231.htm"
"1728951";"0001728951-24-000026";"2023-12-31";"10-K";"eprt-20231231.htm"
"818479";"0000818479-24-000021";"2023-12-31";"10-K";"xray-20231231.htm"
"98222";"0001437749-24-006108";"2023-12-31";"10-K";"tdw20231231_10k.htm"
"1014739";"0001014739-24-000009";"2023-12-31";"10-K";"bios-20231231.htm"
"861878";"0001628280-24-007388";"2023-12-31";"10-K";"scl-20231231.htm"
"1439288";"0001439288-24-000016";"2023-12-31";"10-K";"zws-20231231.htm"
"1487712";"0001628280-24-005037";"2023-12-31";"10-K";"al-20231231.htm"
"16040";"0000950170-23-065844";"2023-09-30";"10-K";"cbt-20230930.htm"
"37808";"0000037808-24-000006";"2023-12-31";"10-K";"fnb-20231231.htm"
"0001692115";"0001692115-24-000038";"2023-12-31";"10-K";"swx-20231231.htm"
"866291";"0000866291-23-000017";"2023-03-31";"10-K";"algm-20230331.htm"
"1286043";"0001286043-24-000018";"2023-12-31";"10-K";"krg-20231231.htm"
"890926";"0000890926-24-000006";"2023-12-31";"10-K";"rdn-20231231.htm"
"851520";"0000950170-24-019390";"2023-12-29";"10-K";"expo-20231229.htm"
"1107843";"0001107843-24-000008";"2023-12-31";"10-K";"qlys-20231231.htm"
"36029";"0000950170-24-019528";"2023-12-31";"10-K";"ffin-20231231.htm"
"1328581";"0001328581-24-000018";"2023-12-31";"10-K";"bcc-20231231.htm"
"1823529";"0001823529-24-000036";"2023-12-31";"10-K";"act-20231231.htm"
"717605";"0000950170-24-012245";"2023-12-31";"10-K";"hxl-20231231.htm"
"1013857";"0001013857-24-000012";"2023-12-31";"10-K";"pega-20231231.htm"
"1415404";"0001558370-24-002209";"2023-12-31";"10-K";"tmb-20231231x10k.htm"
"0001666138";"0001666138-23-000111";"2023-09-30";"10-K";"atkr-20230930.htm"
"1861560";"0000950170-24-020607";"2023-12-31";"10-K";"nuvl-20231231.htm"
"1361113";"0001628280-24-003498";"2023-12-31";"10-K";"vrns-20231231.htm"
"1516513";"0001516513-23-000036";"2023-03-31";"10-K";"docs-20230331.htm"
"70145";"0000070145-23-000040";"2023-09-30";"10-K";"nfg-20230930.htm"
"67215";"0000067215-23-000011";"2023-01-28";"10-K";"dy-20230128.htm"
"1698990";"0001698990-24-000011";"2023-12-31";"10-K";"mgy-20231231.htm"
"1660280";"0001660280-24-000033";"2023-12-31";"10-K";"tenb-20231231.htm"
"1282637";"0001282637-24-000005";"2023-12-31";"10-K";"neu-20231231.htm"
"230557";"0000230557-24-000005";"2023-12-31";"10-K";"sigi-20231231.htm"
"1012100";"0001628280-24-007271";"2023-12-31";"10-K";"see-20231231.htm"
"730263";"0000730263-23-000016";"2023-07-31";"10-K";"tho-20230731.htm"
"14930";"0000014930-24-000054";"2023-12-31";"10-K";"bcorp-20231231.htm"
"893538";"0000893538-24-000009";"2023-12-31";"10-K";"sm-20231231.htm"
"1032033";"0001628280-24-006382";"2023-12-31";"10-K";"slm-20231231.htm"
"0000057515";"0000057515-23-000017";"2023-06-30";"10-K";"lanc-20230630.htm"
"729986";"0001193125-24-053462";"2023-12-31";"10-K";"d815282d10k.htm"
"868671";"0000868671-24-000042";"2023-12-31";"10-K";"gbci-20231231.htm"
"1745916";"0001558370-24-001429";"2023-12-31";"10-K";"pfsi-20231231x10k.htm"
"1682745";"0000950170-24-023271";"2023-12-31";"10-K";"vrrm-20231231.htm"
"91767";"0000091767-24-000012";"2023-12-31";"10-K";"son-20231231.htm"
"1743881";"0000950170-24-018811";"2023-12-31";"10-K";"bbio-20231231.htm"
"884614";"0000884614-23-000104";"2023-09-30";"10-K";"ugi-20230930.htm"
"1759509";"0001759509-24-000019";"2023-12-31";"10-K";"lyft-20231231.htm"
"1807794";"0001628280-23-023187";"2023-04-29";"10-K";"crdo-20230429.htm"
"874866";"0000950170-23-024535";"2023-03-31";"10-K";"crvl-20230331.htm"
"1567683";"0001567683-24-000007";"2023-12-31";"10-K";"cwen-20231231.htm"
"856982";"0000856982-24-000015";"2023-12-31";"10-K";"mmsi-20231231x10k.htm"
"887343";"0000887343-24-000089";"2023-12-31";"10-K";"colb-20231231.htm"
"1320414";"0001628280-24-006385";"2023-12-31";"10-K";"sem-20231231.htm"
"1756262";"0000950170-24-021155";"2023-12-31";"10-K";"tmdx-20231231.htm"
"1144980";"0001144980-24-000076";"2023-12-31";"10-K";"abg-20231231.htm"
"840489";"0000840489-24-000042";"2023-12-31";"10-K";"fcfs-20231231.htm"
"924805";"0000924805-23-000076";"2023-03-31";"10-K";"frhc-20230331.htm"
"1363829";"0001363829-24-000020";"2023-12-31";"10-K";"esgr-20231231.htm"
"849869";"0000849869-24-000014";"2023-12-31";"10-K";"slgn-20231231.htm"
"1674862";"0000950170-23-064715";"2023-09-30";"10-K";"ash-20230930.htm"
"1674416";"0000950170-24-017571";"2023-12-31";"10-K";"crsp-20231231.htm"
"1599901";"0001599901-24-000025";"2023-12-31";"10-K";"rna-20231231.htm"
"790526";"0001628280-24-008035";"2023-12-31";"10-K";"rdnt-20231231.htm"
"766421";"0000766421-24-000012";"2023-12-31";"10-K";"alk-20231231.htm"
"750577";"0000950170-24-022252";"2023-12-31";"10-K";"hwc-20231231.htm"
"780571";"0000780571-24-000006";"2023-12-31";"10-K";"itri-20231231.htm"
"78890";"0000078890-24-000054";"2023-12-31";"10-K";"bco-20231231.htm"
"784977";"0000784977-24-000034";"2023-12-31";"10-K";"por-20231231.htm"
"1368622";"0001558370-23-011469";"2023-04-30";"10-K";"avav-20230430x10k.htm"
"1094831";"0001628280-24-007951";"2023-12-31";"10-K";"bgcp-20231231.htm"
"1626115";"0000950170-24-022152";"2023-12-31";"10-K";"pjt-20231231.htm"
"0001773751";"0001773751-24-000025";"2023-12-31";"10-K";"hims-20231231.htm"
"8858";"0000008858-23-000029";"2023-07-01";"10-K";"avt-20230701x10k.htm"
"40211";"0000040211-24-000023";"2023-12-31";"10-K";"gmt-20231231.htm"
"1057877";"0001057877-24-000005";"2023-12-31";"10-K";"ida-20231231.htm"
"1451505";"0001451505-24-000015";"2023-12-31";"10-K";"rig-20231231x10k.htm"
"1528849";"0001558370-23-004942";"2023-01-28";"10-K";"rh-20230128x10k.htm"
"1476204";"0001476204-24-000022";"2023-12-31";"10-K";"cik0001476204-20231231.htm"
"1819848";"0001819848-24-000125";"2023-12-31";"10-K";"joby-20231231.htm"
"101382";"0000950170-24-018456";"2023-12-31";"10-K";"umbf-20231231.htm"
"0000944695";"0000950170-24-018917";"2023-12-31";"10-K";"thg-20231231.htm"
"890564";"0000890564-24-000006";"2023-12-31";"10-K";"asgn-20231231.htm"
"1636519";"0001636519-23-000009";"2023-06-30";"10-K";"msgs-20230630.htm"
"793952";"0000793952-24-000076";"2023-12-31";"10-K";"hog-20231231.htm"
"313143";"0000313143-23-000014";"2023-04-01";"10-K";"hae-20230401.htm"
"69891";"0001437749-23-018790";"2023-04-29";"10-K";"fizz20230429_10k.htm"
"1003078";"0001003078-23-000102";"2023-09-02";"10-K";"msm-20230902.htm"
"1799208";"0001799208-24-000015";"2023-12-31";"10-K";"dnb-20231231.htm"
"794367";"0001628280-23-009154";"2023-01-28";"10-K";"m-20230128.htm"
"1029199";"0001213900-24-016204";"2023-12-31";"10-K";"eeft-20231231.htm"
"1050797";"0001050797-24-000032";"2023-12-31";"10-K";"colm-20231231.htm"
"1851003";"0000950170-24-021671";"2023-12-31";"10-K";"zeta-20231231.htm"
"1039399";"0001039399-24-000007";"2023-12-30";"10-K";"form-20231230.htm"
"1128928";"0000950170-24-017647";"2023-12-30";"10-K";"flo-20231230.htm"
"821130";"0000821130-24-000007";"2023-12-31";"10-K";"usm-20231231.htm"
"1624794";"0001624794-23-000039";"2023-03-31";"10-K";"cswi-20230331.htm"
"1581990";"0001581990-24-000008";"2023-12-31";"10-K";"pagp-20231231.htm"
"1296445";"0001437749-24-005322";"2023-12-31";"10-K";"ora20231231_10k.htm"
"39368";"0001437749-24-002024";"2023-12-02";"10-K";"ful20231202_10k.htm"
"1596967";"0000950170-24-018791";"2023-12-31";"10-K";"mc-20231231.htm"
"38725";"0000038725-24-000038";"2023-12-31";"10-K";"fele-20231231.htm"
"1718512";"0001718512-24-000010";"2023-12-30";"10-K";"gtes-20231230.htm"
"0000356309";"0000356309-23-000083";"2023-09-30";"10-K";"njr-20230930.htm"
"1749723";"0001749723-24-000011";"2023-12-31";"10-K";"nfe-20231231.htm"
"0001609253";"0001609253-24-000043";"2023-12-31";"10-K";"crc-20231231.htm"
"1674168";"0001628280-24-007940";"2023-12-31";"10-K";"hgv-20231231.htm"
"935036";"0000935036-24-000007";"2023-12-31";"10-K";"aciw-20231231.htm"
"1800227";"0001800227-24-000011";"2023-12-31";"10-K";"iaci-20231231.htm"
"1534504";"0001534504-24-000011";"2023-12-31";"10-K";"pbf-20231231.htm"
"1114995";"0000950170-24-013874";"2023-12-31";"10-K";"pi-20231231.htm"
"90896";"0000950170-23-024856";"2023-04-01";"10-K";"sky-20230401.htm"
"1492422";"0000950170-24-020614";"2023-12-31";"10-K";"apls-20231231.htm"
"1434588";"0001558370-24-001060";"2023-12-31";"10-K";"lope-20231231x10k.htm"
"0001955520";"0001955520-24-000007";"2023-12-31";"10-K";"knf-20231231.htm"
"931015";"0001628280-24-005284";"2023-12-31";"10-K";"pii-20231231.htm"
"1592386";"0001592386-24-000026";"2023-12-31";"10-K";"virt-20231231.htm"
"1561680";"0001561680-24-000017";"2023-12-31";"10-K";"tph-20231231.htm"
"0001739445";"0001739445-24-000012";"2023-12-31";"10-K";"aca-20231231.htm"
"776867";"0000776867-24-000005";"2023-12-31";"10-K";"wtm-20231231.htm"
"97216";"0000097216-24-000013";"2023-12-31";"10-K";"tex-20231231.htm"
"1289308";"0001289308-23-000023";"2023-03-31";"10-K";"ens-20230331.htm"
"1113232";"0001558370-24-001628";"2023-12-31";"10-K";"acls-20231231x10k.htm"
"0001672013";"0001672013-24-000008";"2023-12-31";"10-K";"golf-20231231.htm"
"3453";"0001558370-24-001570";"2023-12-31";"10-K";"matx-20231231x10k.htm"
"1466085";"0001466085-24-000023";"2023-12-31";"10-K";"irt-20231231.htm"
"1430723";"0001171843-24-001111";"2023-12-31";"10-K";"sfbs20231231_10k.htm"
"0001764046";"0001764046-24-000016";"2023-12-31";"10-K";"clvt-20231231.htm"
"1273813";"0001273813-24-000007";"2023-12-31";"10-K";"ago-20231231.htm"
"822663";"0001753926-24-000405";"2023-12-31";"10-K";"g084061_10k.htm"
"52827";"0000052827-24-000014";"2023-12-31";"10-K";"ryn-20231231.htm"
"1040971";"0001040971-24-000010";"2023-12-31";"10-K";"slg-20231231.htm"
"1818794";"0000950170-24-025402";"2023-12-31";"10-K";"dyn-20231231.htm"
"912615";"0000950170-23-011597";"2023-01-31";"10-K";"urbn-20230131.htm"
"0001396440";"0001396440-24-000055";"2023-12-31";"10-K";"main-20231231.htm"
"1803599";"0001803599-24-000011";"2023-11-30";"10-K";"cnxc-20231130.htm"
"799292";"0000799292-24-000014";"2023-12-31";"10-K";"mho-20231231.htm"
"1658247";"0000950170-24-022108";"2023-12-31";"10-K";"crnx-20231231.htm"
"1692063";"0001692063-24-000038";"2023-12-31";"10-K";"sndr-20231231.htm"
"1114483";"0001114483-24-000034";"2023-12-31";"10-K";"gb-20231231.htm"
"1365135";"0000950170-24-018751";"2023-12-31";"10-K";"wu-20231231.htm"
"1364479";"0001364479-24-000006";"2023-12-31";"10-K";"hri-20231231.htm"
"919012";"0000950170-23-007604";"2023-01-28";"10-K";"aeo-20230128.htm"
"944148";"0001628280-24-006641";"2023-12-31";"10-K";"cbz-20231231.htm"
"927003";"0000927003-24-000003";"2023-12-31";"10-K";"aeis-20231231x10k.htm"
"1800667";"0000950170-24-015873";"2023-12-31";"10-K";"frog-20231231.htm"
"833640";"0000833640-24-000030";"2023-12-31";"10-K";"powi-20231231x10k.htm"
"351569";"0000351569-24-000006";"2023-12-31";"10-K";"abcb-20231231.htm"
"1520262";"0000950170-24-017883";"2023-12-31";"10-K";"alks-20231231.htm"
"1025996";"0001025996-24-000094";"2023-12-31";"10-K";"krc-20231231.htm"
"1410384";"0001410384-24-000015";"2023-12-31";"10-K";"qtwo-20231231.htm"
"1299709";"0001299709-23-000198";"2023-06-30";"10-K";"ax-20230630.htm"
"1284812";"0001284812-24-000139";"2023-12-31";"10-K";"cns-20231231.htm"
"0001809104";"0000950170-24-022978";"2023-12-31";"10-K";"alit-20231231.htm"
"315709";"0001558370-24-001698";"2023-12-31";"10-K";"iboc-20231231x10k.htm"
"714310";"0000714310-24-000065";"2023-12-31";"10-K";"vly-20231231.htm"
"1869198";"0001869198-24-000008";"2023-12-31";"10-K";"lth-20231231.htm"
"0001122976";"0001122976-24-000019";"2023-12-31";"10-K";"avnt-20231231.htm"
"1177609";"0001177609-23-000009";"2023-01-28";"10-K";"five-20230128.htm"
"1364885";"0001628280-24-006331";"2023-12-31";"10-K";"spr-20231231.htm"
"1609550";"0001609550-24-000016";"2023-12-31";"10-K";"insp-20231231.htm"
"1515673";"0000950170-24-017879";"2023-12-31";"10-K";"rare-20231231.htm"
"1031203";"0001031203-24-000013";"2023-12-31";"10-K";"gpi-20231231.htm"
"1676238";"0001676238-23-000031";"2023-01-31";"10-K";"brze-20230131.htm"
"1579428";"0000950170-24-019118";"2023-12-31";"10-K";"axsm-20231231.htm"
"1280058";"0001280058-24-000013";"2023-12-31";"10-K";"blkb-20231231.htm"
"1476765";"0001476765-23-000077";"2023-09-30";"10-K";"gbdc-20230930.htm"
"1111928";"0001111928-24-000019";"2023-12-31";"10-K";"ipgp-20231231.htm"
"886346";"0000886346-24-000026";"2023-12-30";"10-K";"kai-20231230.htm"
"860748";"0000860748-24-000046";"2023-12-31";"10-K";"kmpr-20231231.htm"
"897723";"0000897723-23-000028";"2023-09-30";"10-K";"sanm-20230930.htm"
"1764013";"0001764013-23-000065";"2023-03-31";"10-K";"imvt-20230331.htm"
"889900";"0000950170-24-020661";"2023-12-31";"10-K";"pten-20231231.htm"
"1576280";"0001576280-24-000043";"2023-12-31";"10-K";"gh-20231231.htm"
"1258602";"0001258602-24-000024";"2023-12-31";"10-K";"nni-20231231.htm"
"0001230245";"0001230245-24-000038";"2023-12-31";"10-K";"pipr-20231231.htm"
"1307954";"0001437749-24-005185";"2023-12-31";"10-K";"hun20231231_10k.htm"
"910073";"0000910073-24-000077";"2023-12-31";"10-K";"fbc-20231231.htm"
"1130464";"0000950170-24-015090";"2023-12-31";"10-K";"bkh-20231231.htm"
"1811414";"0000950170-24-021100";"2023-12-31";"10-K";"qs-20231231.htm"
"827876";"0000950170-23-067339";"2023-09-30";"10-K";"clsk-20230930.htm"
"0001466593";"0001466593-24-000039";"2023-12-31";"10-K";"ottr-20231231.htm"
"1311370";"0001628280-24-006659";"2023-12-31";"10-K";"laz-20231231.htm"
"1445305";"0001445305-24-000021";"2023-12-31";"10-K";"wk-20231231.htm"
"825313";"0000825313-24-000020";"2023-12-31";"10-K";"ab-20231231.htm"
"1704715";"0001704715-24-000028";"2023-12-31";"10-K";"amr-20231231.htm"
"1544522";"0001544522-24-000012";"2023-12-31";"10-K";"frsh-20231231.htm"
